group,location_n_event,count,day
45-64,QN_HOSPITALIZED_COUNT,6059,2020-06-20
45-64,QN_DEATH_COUNT,1291,2020-06-20
45-64,QN_CASE_RATE,3980.56,2020-06-20
45-64,QN_HOSPITALIZED_RATE,993.87,2020-06-20
45-64,QN_DEATH_RATE,211.77,2020-06-20
45-64,SI_CASE_COUNT,5280,2020-06-20
45-64,SI_HOSPITALIZED_COUNT,826,2020-06-20
45-64,SI_DEATH_COUNT,177,2020-06-20
45-64,SI_CASE_RATE,4018.48,2020-06-20
45-64,SI_HOSPITALIZED_RATE,628.65,2020-06-20
45-64,SI_DEATH_RATE,134.71,2020-06-20
65-74,BK_CASE_COUNT,7996,2020-06-20
65-74,BK_HOSPITALIZED_COUNT,3535,2020-06-20
65-74,BK_DEATH_COUNT,1377,2020-06-20
65-74,BK_CASE_RATE,3912.15,2020-06-20
65-74,BK_HOSPITALIZED_RATE,1729.55,2020-06-20
65-74,BK_DEATH_RATE,673.72,2020-06-20
65-74,BX_CASE_COUNT,5366,2020-06-20
65-74,BX_HOSPITALIZED_COUNT,2626,2020-06-20
65-74,BX_DEATH_COUNT,961,2020-06-20
65-74,BX_CASE_RATE,5260.06,2020-06-20
65-74,BX_HOSPITALIZED_RATE,2574.16,2020-06-20
65-74,BX_DEATH_RATE,942.03,2020-06-20
65-74,MN_CASE_COUNT,3551,2020-06-20
65-74,MN_HOSPITALIZED_COUNT,1784,2020-06-20
65-74,MN_DEATH_COUNT,550,2020-06-20
65-74,MN_CASE_RATE,2426.52,2020-06-20
65-74,MN_HOSPITALIZED_RATE,1219.07,2020-06-20
65-74,MN_DEATH_RATE,375.83,2020-06-20
65-74,QN_CASE_COUNT,7422,2020-06-20
65-74,QN_HOSPITALIZED_COUNT,3540,2020-06-20
65-74,QN_DEATH_COUNT,1295,2020-06-20
65-74,QN_CASE_RATE,3692.74,2020-06-20
65-74,QN_HOSPITALIZED_RATE,1761.29,2020-06-20
65-74,QN_DEATH_RATE,644.31,2020-06-20
65-74,SI_CASE_COUNT,1383,2020-06-20
65-74,SI_HOSPITALIZED_COUNT,501,2020-06-20
65-74,SI_DEATH_COUNT,196,2020-06-20
65-74,SI_CASE_RATE,3047.26,2020-06-20
65-74,SI_HOSPITALIZED_RATE,1103.89,2020-06-20
65-74,SI_DEATH_RATE,431.86,2020-06-20
75+,BK_CASE_COUNT,7223,2020-06-20
75+,BK_HOSPITALIZED_COUNT,4296,2020-06-20
75+,BK_DEATH_COUNT,2551,2020-06-20
75+,BK_CASE_RATE,4664.3,2020-06-20
75+,BK_HOSPITALIZED_RATE,2774.17,2020-06-20
75+,BK_DEATH_RATE,1647.33,2020-06-20
75+,BX_CASE_COUNT,4859,2020-06-20
75+,BX_HOSPITALIZED_COUNT,2978,2020-06-20
75+,BX_DEATH_COUNT,1675,2020-06-20
75+,BX_CASE_RATE,5972.15,2020-06-20
75+,BX_HOSPITALIZED_RATE,3660.23,2020-06-20
75+,BX_DEATH_RATE,2058.73,2020-06-20
75+,MN_CASE_COUNT,4242,2020-06-20
75+,MN_HOSPITALIZED_COUNT,2656,2020-06-20
75+,MN_DEATH_COUNT,1430,2020-06-20
75+,MN_CASE_RATE,3461.13,2020-06-20
75+,MN_HOSPITALIZED_RATE,2167.08,2020-06-20
75+,MN_DEATH_RATE,1166.77,2020-06-20
75+,QN_CASE_COUNT,6896,2020-06-20
75+,QN_HOSPITALIZED_COUNT,4377,2020-06-20
75+,QN_DEATH_COUNT,2441,2020-06-20
75+,QN_CASE_RATE,4405.6,2020-06-20
75+,QN_HOSPITALIZED_RATE,2796.3,2020-06-20
75+,QN_DEATH_RATE,1559.47,2020-06-20
75+,SI_CASE_COUNT,1264,2020-06-20
75+,SI_HOSPITALIZED_COUNT,643,2020-06-20
75+,SI_DEATH_COUNT,450,2020-06-20
75+,SI_CASE_RATE,3991.41,2020-06-20
75+,SI_HOSPITALIZED_RATE,2030.44,2020-06-20
75+,SI_DEATH_RATE,1420.99,2020-06-20
Boroughwide,BK_CASE_COUNT,57934,2020-06-20
Boroughwide,BK_HOSPITALIZED_COUNT,15029,2020-06-20
Boroughwide,BK_DEATH_COUNT,5322,2020-06-20
Boroughwide,BK_CASE_RATE,2243.04,2020-06-20
Boroughwide,BK_HOSPITALIZED_RATE,581.88,2020-06-20
Boroughwide,BK_DEATH_RATE,206.05,2020-06-20
Boroughwide,BX_CASE_COUNT,47001,2020-06-20
Boroughwide,BX_HOSPITALIZED_COUNT,12086,2020-06-20
Boroughwide,BX_DEATH_COUNT,3703,2020-06-20
Boroughwide,BX_CASE_RATE,3281.89,2020-06-20
Boroughwide,BX_HOSPITALIZED_RATE,843.92,2020-06-20
Boroughwide,BX_DEATH_RATE,258.57,2020-06-20
Boroughwide,MN_CASE_COUNT,26210,2020-06-20
Boroughwide,MN_HOSPITALIZED_COUNT,8012,2020-06-20
Boroughwide,MN_DEATH_COUNT,2405,2020-06-20
Boroughwide,MN_CASE_RATE,1609.26,2020-06-20
Boroughwide,MN_HOSPITALIZED_RATE,491.93,2020-06-20
Boroughwide,MN_DEATH_RATE,147.66,2020-06-20
Boroughwide,QN_CASE_COUNT,63720,2020-06-20
Boroughwide,QN_HOSPITALIZED_COUNT,16791,2020-06-20
Boroughwide,QN_DEATH_COUNT,5267,2020-06-20
Boroughwide,QN_CASE_RATE,2796.08,2020-06-20
Boroughwide,QN_HOSPITALIZED_RATE,736.8,2020-06-20
Boroughwide,QN_DEATH_RATE,231.12,2020-06-20
Boroughwide,SI_CASE_COUNT,13783,2020-06-20
Boroughwide,SI_HOSPITALIZED_COUNT,2333,2020-06-20
Boroughwide,SI_DEATH_COUNT,853,2020-06-20
Boroughwide,SI_CASE_RATE,2894.5,2020-06-20
Boroughwide,SI_HOSPITALIZED_RATE,489.94,2020-06-20
Boroughwide,SI_DEATH_RATE,179.13,2020-06-20
0-17,BK_CASE_COUNT,1789,2020-06-21
0-17,BK_HOSPITALIZED_COUNT,180,2020-06-21
0-17,BK_DEATH_COUNT,3,2020-06-21
0-17,BK_CASE_RATE,306.8,2020-06-21
0-17,BK_HOSPITALIZED_RATE,30.87,2020-06-21
0-17,BK_DEATH_RATE,0.51,2020-06-21
0-17,BX_CASE_COUNT,1670,2020-06-21
0-17,BX_HOSPITALIZED_COUNT,157,2020-06-21
0-17,BX_DEATH_COUNT,5,2020-06-21
0-17,BX_CASE_RATE,473.27,2020-06-21
0-17,BX_HOSPITALIZED_RATE,44.49,2020-06-21
0-17,BX_DEATH_RATE,1.42,2020-06-21
0-17,MN_CASE_COUNT,460,2020-06-21
0-17,MN_HOSPITALIZED_COUNT,63,2020-06-21
0-17,MN_DEATH_COUNT,1,2020-06-21
0-17,MN_CASE_RATE,197.83,2020-06-21
0-17,MN_HOSPITALIZED_RATE,27.09,2020-06-21
0-17,MN_DEATH_RATE,0.43,2020-06-21
0-17,QN_CASE_COUNT,1532,2020-06-21
0-17,QN_HOSPITALIZED_COUNT,113,2020-06-21
0-17,QN_DEATH_COUNT,2,2020-06-21
0-17,QN_CASE_RATE,336.71,2020-06-21
0-17,QN_HOSPITALIZED_RATE,24.84,2020-06-21
0-17,QN_DEATH_RATE,0.44,2020-06-21
0-17,SI_CASE_COUNT,414,2020-06-21
0-17,SI_HOSPITALIZED_COUNT,26,2020-06-21
0-17,SI_DEATH_COUNT,0,2020-06-21
0-17,SI_CASE_RATE,400.31,2020-06-21
0-17,SI_HOSPITALIZED_RATE,25.14,2020-06-21
0-17,SI_DEATH_RATE,0,2020-06-21
18-44,BK_CASE_COUNT,20890,2020-06-21
18-44,BK_HOSPITALIZED_COUNT,2329,2020-06-21
18-44,BK_DEATH_COUNT,200,2020-06-21
18-44,BK_CASE_RATE,1990.44,2020-06-21
18-44,BK_HOSPITALIZED_RATE,221.91,2020-06-21
18-44,BK_DEATH_RATE,19.06,2020-06-21
18-44,BX_CASE_COUNT,17471,2020-06-21
18-44,BX_HOSPITALIZED_COUNT,2119,2020-06-21
18-44,BX_DEATH_COUNT,164,2020-06-21
18-44,BX_CASE_RATE,3144.13,2020-06-21
18-44,BX_HOSPITALIZED_RATE,381.34,2020-06-21
18-44,BX_DEATH_RATE,29.51,2020-06-21
18-44,MN_CASE_COUNT,9290,2020-06-21
18-44,MN_HOSPITALIZED_COUNT,1095,2020-06-21
18-44,MN_DEATH_COUNT,60,2020-06-21
18-44,MN_CASE_RATE,1249.62,2020-06-21
18-44,MN_HOSPITALIZED_RATE,147.29,2020-06-21
18-44,MN_DEATH_RATE,8.07,2020-06-21
18-44,QN_CASE_COUNT,23606,2020-06-21
18-44,QN_HOSPITALIZED_COUNT,2709,2020-06-21
18-44,QN_DEATH_COUNT,237,2020-06-21
18-44,QN_CASE_RATE,2755.27,2020-06-21
18-44,QN_HOSPITALIZED_RATE,316.19,2020-06-21
18-44,QN_DEATH_RATE,27.66,2020-06-21
18-44,SI_CASE_COUNT,5447,2020-06-21
18-44,SI_HOSPITALIZED_COUNT,337,2020-06-21
18-44,SI_DEATH_COUNT,30,2020-06-21
18-44,SI_CASE_RATE,3315,2020-06-21
18-44,SI_HOSPITALIZED_RATE,205.1,2020-06-21
18-44,SI_DEATH_RATE,18.26,2020-06-21
45-64,BK_CASE_COUNT,20049,2020-06-21
45-64,BK_HOSPITALIZED_COUNT,4701,2020-06-21
45-64,BK_DEATH_COUNT,1192,2020-06-21
45-64,BK_CASE_RATE,3392.7,2020-06-21
45-64,BK_HOSPITALIZED_RATE,795.51,2020-06-21
45-64,BK_DEATH_RATE,201.71,2020-06-21
45-64,BX_CASE_COUNT,17547,2020-06-21
45-64,BX_HOSPITALIZED_COUNT,4212,2020-06-21
45-64,BX_DEATH_COUNT,900,2020-06-21
45-64,BX_CASE_RATE,5157.51,2020-06-21
45-64,BX_HOSPITALIZED_RATE,1238.02,2020-06-21
45-64,BX_DEATH_RATE,264.53,2020-06-21
45-64,MN_CASE_COUNT,8657,2020-06-21
45-64,MN_HOSPITALIZED_COUNT,2417,2020-06-21
45-64,MN_DEATH_COUNT,365,2020-06-21
45-64,MN_CASE_RATE,2255.31,2020-06-21
45-64,MN_HOSPITALIZED_RATE,629.67,2020-06-21
45-64,MN_DEATH_RATE,95.09,2020-06-21
45-64,QN_CASE_COUNT,24333,2020-06-21
45-64,QN_HOSPITALIZED_COUNT,6062,2020-06-21
45-64,QN_DEATH_COUNT,1293,2020-06-21
45-64,QN_CASE_RATE,3991.39,2020-06-21
45-64,QN_HOSPITALIZED_RATE,994.36,2020-06-21
45-64,QN_DEATH_RATE,212.09,2020-06-21
45-64,SI_CASE_COUNT,5286,2020-06-21
45-64,SI_HOSPITALIZED_COUNT,826,2020-06-21
45-64,SI_DEATH_COUNT,177,2020-06-21
45-64,SI_CASE_RATE,4023.05,2020-06-21
45-64,SI_HOSPITALIZED_RATE,628.65,2020-06-21
45-64,SI_DEATH_RATE,134.71,2020-06-21
65-74,BK_CASE_COUNT,8010,2020-06-21
65-74,BK_HOSPITALIZED_COUNT,3536,2020-06-21
65-74,BK_DEATH_COUNT,1377,2020-06-21
65-74,BK_CASE_RATE,3919,2020-06-21
65-74,BK_HOSPITALIZED_RATE,1730.03,2020-06-21
65-74,BK_DEATH_RATE,673.72,2020-06-21
65-74,BX_CASE_COUNT,5375,2020-06-21
65-74,BX_HOSPITALIZED_COUNT,2630,2020-06-21
65-74,BX_DEATH_COUNT,964,2020-06-21
65-74,BX_CASE_RATE,5268.88,2020-06-21
65-74,BX_HOSPITALIZED_RATE,2578.08,2020-06-21
65-74,BX_DEATH_RATE,944.97,2020-06-21
65-74,MN_CASE_COUNT,3561,2020-06-21
65-74,MN_HOSPITALIZED_COUNT,1784,2020-06-21
65-74,MN_DEATH_COUNT,550,2020-06-21
65-74,MN_CASE_RATE,2433.36,2020-06-21
65-74,MN_HOSPITALIZED_RATE,1219.07,2020-06-21
65-74,MN_DEATH_RATE,375.83,2020-06-21
65-74,QN_CASE_COUNT,7439,2020-06-21
65-74,QN_HOSPITALIZED_COUNT,3542,2020-06-21
65-74,QN_DEATH_COUNT,1300,2020-06-21
65-74,QN_CASE_RATE,3701.2,2020-06-21
65-74,QN_HOSPITALIZED_RATE,1762.29,2020-06-21
65-74,QN_DEATH_RATE,646.8,2020-06-21
65-74,SI_CASE_COUNT,1391,2020-06-21
65-74,SI_HOSPITALIZED_COUNT,501,2020-06-21
65-74,SI_DEATH_COUNT,197,2020-06-21
65-74,SI_CASE_RATE,3064.89,2020-06-21
65-74,SI_HOSPITALIZED_RATE,1103.89,2020-06-21
65-74,SI_DEATH_RATE,434.06,2020-06-21
75+,BK_CASE_COUNT,7234,2020-06-21
75+,BK_HOSPITALIZED_COUNT,4305,2020-06-21
75+,BK_DEATH_COUNT,2556,2020-06-21
75+,BK_CASE_RATE,4671.41,2020-06-21
75+,BK_HOSPITALIZED_RATE,2779.98,2020-06-21
75+,BK_DEATH_RATE,1650.56,2020-06-21
75+,BX_CASE_COUNT,4865,2020-06-21
75+,BX_HOSPITALIZED_COUNT,2983,2020-06-21
75+,BX_DEATH_COUNT,1681,2020-06-21
75+,BX_CASE_RATE,5979.52,2020-06-21
75+,BX_HOSPITALIZED_RATE,3666.38,2020-06-21
75+,BX_DEATH_RATE,2066.1,2020-06-21
75+,MN_CASE_COUNT,4246,2020-06-21
75+,MN_HOSPITALIZED_COUNT,2657,2020-06-21
75+,MN_DEATH_COUNT,1434,2020-06-21
75+,MN_CASE_RATE,3464.4,2020-06-21
75+,MN_HOSPITALIZED_RATE,2167.9,2020-06-21
75+,MN_DEATH_RATE,1170.03,2020-06-21
75+,QN_CASE_COUNT,6911,2020-06-21
75+,QN_HOSPITALIZED_COUNT,4386,2020-06-21
75+,QN_DEATH_COUNT,2443,2020-06-21
75+,QN_CASE_RATE,4415.18,2020-06-21
75+,QN_HOSPITALIZED_RATE,2802.05,2020-06-21
75+,QN_DEATH_RATE,1560.74,2020-06-21
75+,SI_CASE_COUNT,1268,2020-06-21
75+,SI_HOSPITALIZED_COUNT,644,2020-06-21
75+,SI_DEATH_COUNT,451,2020-06-21
75+,SI_CASE_RATE,4004.04,2020-06-21
75+,SI_HOSPITALIZED_RATE,2033.6,2020-06-21
75+,SI_DEATH_RATE,1424.15,2020-06-21
Boroughwide,BK_CASE_COUNT,58085,2020-06-21
Boroughwide,BK_HOSPITALIZED_COUNT,15051,2020-06-21
Boroughwide,BK_DEATH_COUNT,5328,2020-06-21
Boroughwide,BK_CASE_RATE,2248.89,2020-06-21
Boroughwide,BK_HOSPITALIZED_RATE,582.73,2020-06-21
Boroughwide,BK_DEATH_RATE,206.29,2020-06-21
Boroughwide,BX_CASE_COUNT,47087,2020-06-21
Boroughwide,BX_HOSPITALIZED_COUNT,12101,2020-06-21
Boroughwide,BX_DEATH_COUNT,3714,2020-06-21
Boroughwide,BX_CASE_RATE,3287.9,2020-06-21
Boroughwide,BX_HOSPITALIZED_RATE,844.96,2020-06-21
Boroughwide,BX_DEATH_RATE,259.33,2020-06-21
Boroughwide,MN_CASE_COUNT,26300,2020-06-21
Boroughwide,MN_HOSPITALIZED_COUNT,8017,2020-06-21
Boroughwide,MN_DEATH_COUNT,2410,2020-06-21
Boroughwide,MN_CASE_RATE,1614.78,2020-06-21
Boroughwide,MN_HOSPITALIZED_RATE,492.23,2020-06-21
Boroughwide,MN_DEATH_RATE,147.97,2020-06-21
Boroughwide,QN_CASE_COUNT,63912,2020-06-21
Boroughwide,QN_HOSPITALIZED_COUNT,16813,2020-06-21
Boroughwide,QN_DEATH_COUNT,5276,2020-06-21
Boroughwide,QN_CASE_RATE,2804.5,2020-06-21
Boroughwide,QN_HOSPITALIZED_RATE,737.77,2020-06-21
Boroughwide,QN_DEATH_RATE,231.51,2020-06-21
Boroughwide,SI_CASE_COUNT,13814,2020-06-21
Boroughwide,SI_HOSPITALIZED_COUNT,2334,2020-06-21
Boroughwide,SI_DEATH_COUNT,855,2020-06-21
Boroughwide,SI_CASE_RATE,2901.01,2020-06-21
Boroughwide,SI_HOSPITALIZED_RATE,490.15,2020-06-21
Boroughwide,SI_DEATH_RATE,179.55,2020-06-21
0-17,BK_CASE_COUNT,1791,2020-06-22
0-17,BK_HOSPITALIZED_COUNT,181,2020-06-22
0-17,BK_DEATH_COUNT,3,2020-06-22
0-17,BK_CASE_RATE,307.14,2020-06-22
0-17,BK_HOSPITALIZED_RATE,31.04,2020-06-22
0-17,BK_DEATH_RATE,0.51,2020-06-22
0-17,BX_CASE_COUNT,1673,2020-06-22
0-17,BX_HOSPITALIZED_COUNT,157,2020-06-22
0-17,BX_DEATH_COUNT,5,2020-06-22
0-17,BX_CASE_RATE,474.12,2020-06-22
0-17,BX_HOSPITALIZED_RATE,44.49,2020-06-22
0-17,BX_DEATH_RATE,1.42,2020-06-22
0-17,MN_CASE_COUNT,460,2020-06-22
0-17,MN_HOSPITALIZED_COUNT,64,2020-06-22
0-17,MN_DEATH_COUNT,1,2020-06-22
0-17,MN_CASE_RATE,197.83,2020-06-22
0-17,MN_HOSPITALIZED_RATE,27.52,2020-06-22
0-17,MN_DEATH_RATE,0.43,2020-06-22
0-17,QN_CASE_COUNT,1533,2020-06-22
0-17,QN_HOSPITALIZED_COUNT,113,2020-06-22
0-17,QN_DEATH_COUNT,2,2020-06-22
0-17,QN_CASE_RATE,336.93,2020-06-22
0-17,QN_HOSPITALIZED_RATE,24.84,2020-06-22
0-17,QN_DEATH_RATE,0.44,2020-06-22
0-17,SI_CASE_COUNT,415,2020-06-22
0-17,SI_HOSPITALIZED_COUNT,26,2020-06-22
0-17,SI_DEATH_COUNT,0,2020-06-22
0-17,SI_CASE_RATE,401.28,2020-06-22
0-17,SI_HOSPITALIZED_RATE,25.14,2020-06-22
0-17,SI_DEATH_RATE,0,2020-06-22
18-44,BK_CASE_COUNT,20909,2020-06-22
18-44,BK_HOSPITALIZED_COUNT,2334,2020-06-22
18-44,BK_DEATH_COUNT,200,2020-06-22
18-44,BK_CASE_RATE,1992.25,2020-06-22
18-44,BK_HOSPITALIZED_RATE,222.39,2020-06-22
18-44,BK_DEATH_RATE,19.06,2020-06-22
18-44,BX_CASE_COUNT,17494,2020-06-22
18-44,BX_HOSPITALIZED_COUNT,2124,2020-06-22
18-44,BX_DEATH_COUNT,164,2020-06-22
18-44,BX_CASE_RATE,3148.27,2020-06-22
18-44,BX_HOSPITALIZED_RATE,382.24,2020-06-22
18-44,BX_DEATH_RATE,29.51,2020-06-22
18-44,MN_CASE_COUNT,9311,2020-06-22
18-44,MN_HOSPITALIZED_COUNT,1099,2020-06-22
18-44,MN_DEATH_COUNT,60,2020-06-22
18-44,MN_CASE_RATE,1252.45,2020-06-22
18-44,MN_HOSPITALIZED_RATE,147.83,2020-06-22
18-44,MN_DEATH_RATE,8.07,2020-06-22
18-44,QN_CASE_COUNT,23637,2020-06-22
18-44,QN_HOSPITALIZED_COUNT,2714,2020-06-22
18-44,QN_DEATH_COUNT,238,2020-06-22
18-44,QN_CASE_RATE,2758.88,2020-06-22
18-44,QN_HOSPITALIZED_RATE,316.78,2020-06-22
18-44,QN_DEATH_RATE,27.78,2020-06-22
18-44,SI_CASE_COUNT,5456,2020-06-22
18-44,SI_HOSPITALIZED_COUNT,337,2020-06-22
18-44,SI_DEATH_COUNT,30,2020-06-22
18-44,SI_CASE_RATE,3320.47,2020-06-22
18-44,SI_HOSPITALIZED_RATE,205.1,2020-06-22
18-44,SI_DEATH_RATE,18.26,2020-06-22
45-64,BK_CASE_COUNT,20070,2020-06-22
45-64,BK_HOSPITALIZED_COUNT,4708,2020-06-22
45-64,BK_DEATH_COUNT,1197,2020-06-22
45-64,BK_CASE_RATE,3396.26,2020-06-22
45-64,BK_HOSPITALIZED_RATE,796.69,2020-06-22
45-64,BK_DEATH_RATE,202.56,2020-06-22
45-64,BX_CASE_COUNT,17557,2020-06-22
45-64,BX_HOSPITALIZED_COUNT,4213,2020-06-22
45-64,BX_DEATH_COUNT,904,2020-06-22
45-64,BX_CASE_RATE,5160.45,2020-06-22
45-64,BX_HOSPITALIZED_RATE,1238.31,2020-06-22
45-64,BX_DEATH_RATE,265.71,2020-06-22
45-64,MN_CASE_COUNT,8682,2020-06-22
45-64,MN_HOSPITALIZED_COUNT,2420,2020-06-22
45-64,MN_DEATH_COUNT,365,2020-06-22
45-64,MN_CASE_RATE,2261.82,2020-06-22
45-64,MN_HOSPITALIZED_RATE,630.45,2020-06-22
45-64,MN_DEATH_RATE,95.09,2020-06-22
45-64,QN_CASE_COUNT,24364,2020-06-22
45-64,QN_HOSPITALIZED_COUNT,6069,2020-06-22
45-64,QN_DEATH_COUNT,1299,2020-06-22
45-64,QN_CASE_RATE,3996.47,2020-06-22
45-64,QN_HOSPITALIZED_RATE,995.51,2020-06-22
45-64,QN_DEATH_RATE,213.08,2020-06-22
45-64,SI_CASE_COUNT,5288,2020-06-22
45-64,SI_HOSPITALIZED_COUNT,826,2020-06-22
45-64,SI_DEATH_COUNT,177,2020-06-22
45-64,SI_CASE_RATE,4024.57,2020-06-22
45-64,SI_HOSPITALIZED_RATE,628.65,2020-06-22
45-64,SI_DEATH_RATE,134.71,2020-06-22
65-74,BK_CASE_COUNT,8019,2020-06-22
65-74,BK_HOSPITALIZED_COUNT,3543,2020-06-22
65-74,BK_DEATH_COUNT,1378,2020-06-22
65-74,BK_CASE_RATE,3923.4,2020-06-22
65-74,BK_HOSPITALIZED_RATE,1733.46,2020-06-22
65-74,BK_DEATH_RATE,674.2,2020-06-22
65-74,BX_CASE_COUNT,5380,2020-06-22
65-74,BX_HOSPITALIZED_COUNT,2630,2020-06-22
65-74,BX_DEATH_COUNT,965,2020-06-22
65-74,BX_CASE_RATE,5273.79,2020-06-22
65-74,BX_HOSPITALIZED_RATE,2578.08,2020-06-22
65-74,BX_DEATH_RATE,945.95,2020-06-22
65-74,MN_CASE_COUNT,3565,2020-06-22
65-74,MN_HOSPITALIZED_COUNT,1785,2020-06-22
65-74,MN_DEATH_COUNT,551,2020-06-22
65-74,MN_CASE_RATE,2436.09,2020-06-22
65-74,MN_HOSPITALIZED_RATE,1219.75,2020-06-22
65-74,MN_DEATH_RATE,376.52,2020-06-22
65-74,QN_CASE_COUNT,7447,2020-06-22
65-74,QN_HOSPITALIZED_COUNT,3548,2020-06-22
65-74,QN_DEATH_COUNT,1310,2020-06-22
65-74,QN_CASE_RATE,3705.18,2020-06-22
65-74,QN_HOSPITALIZED_RATE,1765.27,2020-06-22
65-74,QN_DEATH_RATE,651.78,2020-06-22
65-74,SI_CASE_COUNT,1391,2020-06-22
65-74,SI_HOSPITALIZED_COUNT,501,2020-06-22
65-74,SI_DEATH_COUNT,197,2020-06-22
65-74,SI_CASE_RATE,3064.89,2020-06-22
65-74,SI_HOSPITALIZED_RATE,1103.89,2020-06-22
65-74,SI_DEATH_RATE,434.06,2020-06-22
75+,BK_CASE_COUNT,7241,2020-06-22
75+,BK_HOSPITALIZED_COUNT,4312,2020-06-22
75+,BK_DEATH_COUNT,2559,2020-06-22
75+,BK_CASE_RATE,4675.93,2020-06-22
75+,BK_HOSPITALIZED_RATE,2784.5,2020-06-22
75+,BK_DEATH_RATE,1652.49,2020-06-22
75+,BX_CASE_COUNT,4868,2020-06-22
75+,BX_HOSPITALIZED_COUNT,2984,2020-06-22
75+,BX_DEATH_COUNT,1682,2020-06-22
75+,BX_CASE_RATE,5983.21,2020-06-22
75+,BX_HOSPITALIZED_RATE,3667.6,2020-06-22
75+,BX_DEATH_RATE,2067.33,2020-06-22
75+,MN_CASE_COUNT,4246,2020-06-22
75+,MN_HOSPITALIZED_COUNT,2658,2020-06-22
75+,MN_DEATH_COUNT,1437,2020-06-22
75+,MN_CASE_RATE,3464.4,2020-06-22
75+,MN_HOSPITALIZED_RATE,2168.72,2020-06-22
75+,MN_DEATH_RATE,1172.48,2020-06-22
75+,QN_CASE_COUNT,6920,2020-06-22
75+,QN_HOSPITALIZED_COUNT,4391,2020-06-22
75+,QN_DEATH_COUNT,2446,2020-06-22
75+,QN_CASE_RATE,4420.93,2020-06-22
75+,QN_HOSPITALIZED_RATE,2805.25,2020-06-22
75+,QN_DEATH_RATE,1562.66,2020-06-22
75+,SI_CASE_COUNT,1269,2020-06-22
75+,SI_HOSPITALIZED_COUNT,644,2020-06-22
75+,SI_DEATH_COUNT,452,2020-06-22
75+,SI_CASE_RATE,4007.2,2020-06-22
75+,SI_HOSPITALIZED_RATE,2033.6,2020-06-22
75+,SI_DEATH_RATE,1427.31,2020-06-22
Boroughwide,BK_CASE_COUNT,58144,2020-06-22
Boroughwide,BK_HOSPITALIZED_COUNT,15078,2020-06-22
Boroughwide,BK_DEATH_COUNT,5337,2020-06-22
Boroughwide,BK_CASE_RATE,2251.17,2020-06-22
Boroughwide,BK_HOSPITALIZED_RATE,583.78,2020-06-22
Boroughwide,BK_DEATH_RATE,206.63,2020-06-22
Boroughwide,BX_CASE_COUNT,47132,2020-06-22
Boroughwide,BX_HOSPITALIZED_COUNT,12108,2020-06-22
Boroughwide,BX_DEATH_COUNT,3720,2020-06-22
Boroughwide,BX_CASE_RATE,3291.04,2020-06-22
Boroughwide,BX_HOSPITALIZED_RATE,845.45,2020-06-22
Boroughwide,BX_DEATH_RATE,259.75,2020-06-22
Boroughwide,MN_CASE_COUNT,26352,2020-06-22
Boroughwide,MN_HOSPITALIZED_COUNT,8027,2020-06-22
Boroughwide,MN_DEATH_COUNT,2414,2020-06-22
Boroughwide,MN_CASE_RATE,1617.98,2020-06-22
Boroughwide,MN_HOSPITALIZED_RATE,492.85,2020-06-22
Boroughwide,MN_DEATH_RATE,148.22,2020-06-22
Boroughwide,QN_CASE_COUNT,63992,2020-06-22
Boroughwide,QN_HOSPITALIZED_COUNT,16836,2020-06-22
Boroughwide,QN_DEATH_COUNT,5296,2020-06-22
Boroughwide,QN_CASE_RATE,2808.01,2020-06-22
Boroughwide,QN_HOSPITALIZED_RATE,738.78,2020-06-22
Boroughwide,QN_DEATH_RATE,232.39,2020-06-22
Boroughwide,SI_CASE_COUNT,13827,2020-06-22
Boroughwide,SI_HOSPITALIZED_COUNT,2334,2020-06-22
Boroughwide,SI_DEATH_COUNT,856,2020-06-22
Boroughwide,SI_CASE_RATE,2903.74,2020-06-22
Boroughwide,SI_HOSPITALIZED_RATE,490.15,2020-06-22
Boroughwide,SI_DEATH_RATE,179.76,2020-06-22
0-17,BK_CASE_COUNT,1794,2020-06-23
0-17,BK_HOSPITALIZED_COUNT,181,2020-06-23
0-17,BK_DEATH_COUNT,3,2020-06-23
0-17,BK_CASE_RATE,307.65,2020-06-23
0-17,BK_HOSPITALIZED_RATE,31.04,2020-06-23
0-17,BK_DEATH_RATE,0.51,2020-06-23
0-17,BX_CASE_COUNT,1673,2020-06-23
0-17,BX_HOSPITALIZED_COUNT,157,2020-06-23
0-17,BX_DEATH_COUNT,5,2020-06-23
0-17,BX_CASE_RATE,474.12,2020-06-23
0-17,BX_HOSPITALIZED_RATE,44.49,2020-06-23
0-17,BX_DEATH_RATE,1.42,2020-06-23
0-17,MN_CASE_COUNT,461,2020-06-23
0-17,MN_HOSPITALIZED_COUNT,64,2020-06-23
0-17,MN_DEATH_COUNT,1,2020-06-23
0-17,MN_CASE_RATE,198.26,2020-06-23
0-17,MN_HOSPITALIZED_RATE,27.52,2020-06-23
0-17,MN_DEATH_RATE,0.43,2020-06-23
0-17,QN_CASE_COUNT,1539,2020-06-23
0-17,QN_HOSPITALIZED_COUNT,113,2020-06-23
0-17,QN_DEATH_COUNT,2,2020-06-23
0-17,QN_CASE_RATE,338.25,2020-06-23
0-17,QN_HOSPITALIZED_RATE,24.84,2020-06-23
0-17,QN_DEATH_RATE,0.44,2020-06-23
0-17,SI_CASE_COUNT,415,2020-06-23
